restaurant_id,date,qty_in_grams,inventory_in_grams,inventory_start_grams,inventory_value,daily_cost,revenue_items_using_ing,waste_cost,covers,seasonality_factor,is_weekend,is_holiday,day_of_week,month,year,lead_time_days,stockout_qty,inventory_turnover,cost_per_cover,revenue_per_cover,profit_margin,waste_ratio,inventory_level
R001,2023-01-11,71696.25,556151.281,627847.531,4079.3744874,393.469,10920.61,0.0,185,0.82477658290624,0,0,2,1,2023,3.152173913043478,0.0,0.1141935458315184,2.1154247311827956,58.71295698924732,0.963881790322123,0.0,556151.281
R001,2023-01-12,85454.25,593007.946,678462.196,4650.0047524,477.33,12424.11,0.0,184,0.8258570191010608,0,0,3,1,2023,3.152173913043478,0.0,0.12595266847753964,2.580162162162162,67.15735135135135,0.9615029565130611,0.0,593007.946
R001,2023-01-13,73673.75,575564.8690000001,649238.6190000001,4668.4334564,423.224,11505.91,0.0,175,0.8269661928050804,0,0,4,1,2023,3.152173913043478,0.0,0.11347697805854327,2.404681818181818,65.37448863636364,0.9631331087146766,0.0,575564.8690000001
R001,2023-01-14,100805.0,492027.8,592832.8,4156.7267564,664.62,17056.079999999998,0.0,256,0.8281038349514772,1,0,5,1,2023,3.152173913043478,0.0,0.17003922515888936,2.586070038910506,66.3660700389105,0.9609769081226096,0.0,492027.8
R001,2023-01-15,86290.5,654663.882,740948.647,4230.9854374,520.794,13483.77,0.06882,244,0.8292696679455304,1,0,6,1,2023,3.152173913043478,5.735,0.11645933073776064,2.125689795918367,55.03579591836735,0.9613049388309923,0.0001318911294495529,654663.882
R001,2023-01-16,107489.5,598169.283,704582.883,3870.6631784,665.4399999999999,18508.170000000002,3.3124000000000002,252,0.8304634057437905,0,1,0,1,2023,3.152173913043478,229.132,0.15255742090257263,2.6301976284584976,73.15482213438736,0.9639940634831277,0.004970289898565513,598169.283
R001,2023-01-17,78123.5,672067.013,750190.513,4232.8288834,441.315,11392.26,0.0,180,0.8316847539357839,0,0,1,1,2023,3.152173913043478,0.0,0.1041380749398054,2.4382044198895025,62.94066298342542,0.9611774856362445,0.0,672067.013
R001,2023-01-18,74220.25,779736.197,853956.447,5091.7369886,482.311,12481.97,0.0,161,0.8329334098282232,0,0,2,1,2023,3.152173913043478,0.0,0.08691328854937662,2.9772283950617284,77.04919753086419,0.9612823711023899,0.0,779736.197
R001,2023-01-19,81654.5,698081.697,779736.197,4611.2619886,480.475,12543.52,0.0,187,0.8342090625317028,0,0,3,1,2023,3.152173913043478,0.0,0.10472053957943986,2.555718085106383,66.72085106382978,0.9616186988422036,0.0,698081.697
R001,2023-01-20,67304.5,630777.197,698081.697,4185.1639886,426.098,11187.199999999999,0.0,175,0.8355113930498547,0,0,4,1,2023,3.152173913043478,0.0,0.0964133623268992,2.4210113636363637,63.563636363636355,0.9618260309969432,0.0,630777.197
R001,2023-01-21,109231.75,622320.306,731552.056,3769.7749346,622.504,16650.25,0.0,234,0.8368400743709368,1,0,5,1,2023,3.152173913043478,0.0,0.14931487074534208,2.648953191489362,70.85212765957446,0.9625551234892274,0.0,622320.306
R001,2023-01-22,109778.75,515264.54099999997,625043.291,3136.2717546,666.179,17642.33,0.0,225,0.83819477156183,1,0,6,1,2023,3.152173913043478,0.0,0.1756335536228424,2.947694690265487,78.06340707964603,0.9621851997327036,0.0,515264.54099999997
R001,2023-01-23,79880.25,438133.378,517300.926,2707.272605,441.36,11499.25,0.1425404,194,0.8395751418644161,0,0,0,1,2023,3.152173913043478,712.702,0.15441707441081517,2.2633846153846156,58.97051282051282,0.9615347492445816,0.000322227145311511,438133.378
R001,2023-01-24,67639.75,435757.241,503396.991,2491.569611,394.925,10203.09,0.0,174,0.840980834794307,0,0,1,1,2023,3.152173913043478,0.0,0.13436634871274247,2.2567142857142857,58.30337142857143,0.961199381816507,0.0,435757.241
R001,2023-01-25,75157.0,455320.668,530477.668,3229.308671,507.51599999999996,13141.01,0.0,171,0.8424114922419011,0,0,2,1,2023,3.152173913043478,0.0,0.14167770455946027,2.9506744186046507,76.40122093023255,0.9613060711413247,0.0,455320.668
R001,2023-01-26,89486.0,441778.839,529817.239,3284.660796,547.869,14061.74,11.218900000000001,172,0.8438667485757325,0,0,3,1,2023,3.152173913043478,7.238,0.16889943269771052,3.1668728323699424,81.28173410404624,0.9609699816678684,0.02044003213881637,441778.839
R001,2023-01-27,77942.75,565508.912,643451.662,3563.8858258,467.954,12600.32,0.0,185,0.8453462307480878,0,0,4,1,2023,3.152173913043478,0.0,0.12113206550072521,2.5158817204301074,67.74365591397849,0.9627853272514308,0.0,565508.912
R001,2023-01-28,108724.75,636766.0920000001,745490.842,4255.8869478,710.306,18894.38,0.0,247,0.8468495584028569,1,0,5,1,2023,3.152173913043478,0.0,0.14584297758150386,2.864137096774194,76.18701612903226,0.9623555599305227,0.0,636766.0920000001
R001,2023-01-29,109567.75,592142.951,701710.701,3855.1707327999998,626.121,15983.52,0.0,248,0.8483763439855881,1,0,6,1,2023,3.152173913043478,0.0,0.15614354134875685,2.5145421686746987,64.19084337349398,0.9607669795527173,0.0,592142.951
R001,2023-01-30,83594.5,540417.934,624012.434,3638.7292088,471.07099999999997,12539.0,0.0,185,0.8499261928557158,0,0,0,1,2023,3.152173913043478,0.0,0.13396266081027994,2.5326397849462365,67.41397849462365,0.9623547846889953,0.0,540417.934
R001,2023-01-31,89557.25,549648.844,639206.094,3383.6024188,556.847,14625.07,0.0,209,0.8514987034009269,0,0,1,1,2023,3.152173913043478,0.0,0.1401067836083809,2.6516523809523806,69.64319047619047,0.9618594058417607,0.0,549648.844
R001,2023-02-01,71421.25,478227.594,549648.844,2989.3384188,394.264,10109.9,0.0,173,0.8530934671536347,0,0,2,2,2023,3.152173913043478,0.0,0.1299395438380221,2.2658850574712646,58.10287356321839,0.9609071398194029,0.0,478227.594
R001,2023-02-02,86482.5,488839.15,575321.65,2685.049913,569.399,15602.6,0.0,172,0.8547100689095252,0,0,3,2,2023,3.152173913043478,0.0,0.15031999869985999,3.2913236994219655,90.18843930635839,0.9634443974467432,0.0,488839.15
R001,2023-02-03,73747.0,478376.829,552123.829,2624.7261750000002,492.20799999999997,13282.0,0.0,168,0.8563480868481412,0,0,4,2,2023,3.152173913043478,0.0,0.1335694323574787,2.912473372781065,78.59171597633136,0.9628692313483399,0.0,478376.829
R001,2023-02-04,119102.75,559112.121,678214.871,2451.3219814,773.848,20726.06,0.0,255,0.8580070926554709,1,0,5,2,2023,3.152173913043478,0.0,0.17561185913326996,3.02284375,80.961171875,0.962616598784391,0.0,559112.121
R001,2023-02-05,104422.75,510669.315,614843.265,2944.7954514000003,608.132,15700.33,2.2392,266,0.8596866516485039,1,0,6,2,2023,3.152173913043478,4.976,0.16983609662521615,2.2776479400749063,58.802734082397,0.9612050698889839,0.0036760505112192433,510669.315
R001,2023-02-06,75665.0,506910.545,582575.545,3342.8984484000002,461.688,12188.85,0.0,179,0.8613863229017173,0,0,0,2,2023,3.152173913043478,0.0,0.12987992848218768,2.5649333333333333,67.71583333333334,0.9620431752646669,0.0,506910.545
R001,2023-02-07,75945.75,490382.645,566328.395,3635.4228664,452.208,12025.85,0.0,169,0.863105659375459,0,0,1,2,2023,3.152173913043478,0.0,0.13410172714061575,2.6600470588235297,70.74029411764707,0.9623169824185052,0.0,490382.645
R001,2023-02-08,63419.75,430388.773,493808.523,3295.7035704,389.964,9732.3,0.0,170,0.8648442080461868,0,0,2,2,2023,3.152173913043478,0.0,0.1284295807312732,2.2804912280701752,56.91403508771929,0.9598323281929048,0.0,430388.773
R001,2023-02-09,83468.75,478801.152,562269.902,3559.9767284,541.21,14501.28,0.0,191,0.8666015100385273,0,0,3,2,2023,3.152173913043478,0.0,0.1484493501319405,2.8188020833333334,75.5275,0.9626120858237462,0.0,478801.152
R001,2023-02-10,86222.25,580930.188,667152.438,3355.0055544,527.074,13966.06,0.0,193,0.8683771007591155,0,0,4,2,2023,3.152173913043478,0.0,0.12923901023200604,2.7168762886597935,71.99,0.96219147050274,0.0,580930.188
R001,2023-02-11,112492.5,531868.513,644361.013,3086.8525144,714.384,19263.41,0.0,257,0.8701705100321764,1,0,5,2,2023,3.152173913043478,0.0,0.1745796582207896,2.7689302325581395,74.66437984496125,0.9628649930104269,0.0,531868.513
R001,2023-02-12,85186.25,561560.931,646747.181,3134.3471644,522.9399999999999,13743.69,0.0,234,0.871981262236811,1,0,6,2,2023,3.152173913043478,0.0,0.13171471138625437,2.2252765957446807,58.48378723404255,0.961880551689416,0.0,561560.931
R001,2023-02-13,108917.5,493488.458,601493.558,2697.9610214,608.801,15918.82,5.4744,187,0.8738088764459399,0,0,0,2,2023,3.152173913043478,912.4,0.1810781137607566,3.238303191489362,84.67457446808511,0.9616954839941658,0.008977354907584605,493488.458
R001,2023-02-14,131054.75,479336.195,609881.375,3240.2629463999997,869.2529999999999,23106.64,0.50957,288,0.8756528665668734,0,1,1,2,2023,3.152173913043478,509.57,0.21488528833121304,3.007795847750865,79.95377162629758,0.9623391657477787,0.0005855423652661927,479336.195
R001,2023-02-15,89771.75,538955.684,628320.55,2961.7183464,530.226,14207.1,7.7349,188,0.87751274148346,0,0,2,2,2023,3.152173913043478,406.884,0.14287549106027,2.8054285714285716,75.16984126984127,0.9626110458118959,0.0145604695553305,538955.684
R001,2023-02-16,86551.25,487311.49,573862.74,2772.4468143999998,560.626,15082.19,0.0,198,0.8793880051997743,0,0,3,2,2023,3.152173913043478,0.0,0.15082195296047107,2.81721608040201,75.78989949748744,0.9627647732343092,0.0,487311.49
R001,2023-02-17,70234.75,524100.248,594334.998,3405.9049064,406.504,10900.88,0.0,188,0.8812781569853007,0,0,4,2,2023,3.152173913043478,0.0,0.11817347466138169,2.1508148148148147,57.676613756613754,0.9626207589883579,0.0,524100.248
R001,2023-02-18,98892.25,534014.277,632775.55,3041.2731854,632.783,17084.75,1.178793,264,0.8831826915215752,1,0,5,2,2023,3.152173913043478,130.977,0.15628305126035405,2.3878603773584905,64.47075471698113,0.9629057547956631,0.0018599315538599173,534014.277
R001,2023-02-19,125554.5,500910.505,626465.005,3014.1036034,811.36,20674.81,0.0,252,0.8851010990502345,1,0,6,2,2023,3.152173913043478,0.0,0.20041710004679344,3.2069565217391305,81.71861660079053,0.9607096408798494,0.0,500910.505
R001,2023-02-20,122019.5,518821.119,639596.289,2541.6229954,879.148,23147.81,10.765049999999999,295,0.8870328655224353,0,1,0,2,2023,3.152173913043478,270.945,0.19077551155786715,2.9700945945945945,78.20206081081082,0.9619786935051953,0.012230954339497446,518821.119
R001,2023-02-21,68894.5,492926.535,560254.841,2850.5179434,433.50899999999996,11241.85,34.456267999999994,196,0.8889774727495999,0,0,1,2,2023,3.152173913043478,1566.194,0.12296971304579402,2.2005532994923858,57.06522842639594,0.9613524150904798,0.07929931946173727,492926.535
R001,2023-02-22,71172.5,505896.621,574429.121,3295.1693874,425.77,11058.28,58.08,165,0.8909343985554382,0,0,2,2,2023,3.152173913043478,2640.0,0.12390105845441902,2.564879518072289,66.61614457831325,0.9614106885800884,0.1360920402090119,505896.621
R001,2023-02-23,77491.5,491360.185,568851.6849999999,3677.6978694,484.718,13666.67,0.0,183,0.8929031169292077,0,0,3,2,2023,3.152173913043478,0.0,0.13622419660373056,2.6343369565217394,74.2753804347826,0.9644622675262132,0.0,491360.185
R001,2023-02-24,86853.0,607122.879,693975.879,3625.420691,498.976,12438.77,0.0,181,0.8948830981801642,0,0,4,2,2023,3.152173913043478,0.0,0.12515258451427458,2.7416263736263735,68.34489010989012,0.9598082601205649,0.0,607122.879
R001,2023-02-25,87624.0,588548.843,676172.843,3198.1023778,528.097,13974.29,0.0,241,0.8968738090931578,1,0,5,2,2023,3.152173913043478,0.0,0.12958797638671746,2.182219008264463,57.745000000000005,0.962140535187463,0.0,588548.843
R001,2023-02-26,100453.5,584371.2,684824.7,3523.7159128,593.529,15353.14,0.0,249,0.8988747130853268,1,0,6,2,2023,3.152173913043478,0.0,0.14668476956983362,2.374116,61.41256,0.9612789123975684,0.0,584371.2
R001,2023-02-27,82588.5,673435.896,756024.396,4006.8039467999997,513.045,14050.08,0.0,212,0.9008852703638472,0,0,0,2,2023,3.152173913043478,0.0,0.10924037795153643,2.408661971830986,65.96281690140844,0.9634159794122586,0.0,673435.896
R001,2023-02-28,69620.75,670550.968,740171.718,3886.4632228,447.189,12037.210000000001,0.0,176,0.9029049380846887,0,0,1,2,2023,3.152173913043478,0.0,0.0940601407035378,2.526491525423729,68.0068361581921,0.9627694648955285,0.0,670550.968
R001,2023-03-01,82198.5,647374.342,729572.842,3975.2113378,519.708,13146.71,0.0,223,0.9836230114264468,0,0,2,3,2023,3.152173913043478,0.0,0.11266645713978327,2.320125,58.69066964285714,0.9603955365611198,0.0,647374.342
R001,2023-03-02,60968.5,599589.944,660558.444,3699.1574528,393.17,10464.539999999999,0.0,179,0.9858363251960798,0,0,3,3,2023,3.152173913043478,0.0,0.09229827921436848,2.184277777777778,58.136333333333326,0.9623363916243214,0.0,599589.944
R001,2023-03-03,68338.0,581097.269,649435.269,3625.6199447999998,422.45,11659.04,0.0,202,0.9880577533186214,0,0,4,3,2023,3.152173913043478,0.0,0.10522664541853606,2.0810344827586205,57.43369458128079,0.9636836580320478,0.0,581097.269
R001,2023-03-04,116095.25,540783.361,656878.611,3990.9313628,707.695,18465.94,0.0,284,0.9902866942258176,1,0,5,3,2023,3.152173913043478,0.0,0.17673748439727413,2.483140350877193,64.79277192982455,0.9616235824668299,0.0,540783.361
R001,2023-03-05,131402.5,526348.146,654584.755,3768.492596,800.334,20353.510000000002,3.7990692,295,0.9925225439103236,1,0,6,3,2023,3.152173913043478,3165.891,0.20074145976488597,2.703831081081081,68.76185810810811,0.9606311328545861,0.004740930997561566,526348.146
R001,2023-03-06,91745.5,547373.521,639119.0210000001,3380.0486906,574.34,15228.91,0.0,221,0.9947646961037572,0,0,0,3,2023,3.152173913043478,0.0,0.14354971990464369,2.5871171171171174,68.59869369369369,0.9622230203592799,0.0,547373.521
R001,2023-03-07,89902.25,493249.539,576747.789,3110.1081206,507.781,13361.78,8.3252,223,0.997012542455484,0,0,1,3,2023,3.152173913043478,12.808,0.1558776571614093,2.266879464285714,59.650803571428575,0.9619255125056313,0.01636303242455988,493249.539
R001,2023-03-08,87308.5,591313.4299999999,678621.93,3298.3904577999997,523.576,13401.49,0.0,204,0.9992654727120838,0,0,2,3,2023,3.152173913043478,0.0,0.12865539335666126,2.554029268292683,65.37312195121952,0.9608598103785193,0.0,591313.4299999999
R001,2023-03-09,72655.5,575689.235,648344.735,3554.1984297999998,459.782,12184.81,0.0,203,1.0015228748974452,0,0,3,3,2023,3.152173913043478,0.0,0.11206289496143597,2.253833333333333,59.72946078431372,0.9621870027515611,0.0,575689.235
R001,2023-03-10,95102.25,664869.58,759971.83,4258.8655917999995,568.766,14851.01,0.0,225,1.0037841354934327,0,0,4,3,2023,3.152173913043478,0.0,0.12513901319340587,2.516663716814159,65.71243362831858,0.961637111744471,0.0,664869.58
R001,2023-03-11,113399.5,569577.503,682977.003,3635.1799878,724.3679999999999,18692.06,0.0,281,1.0060486396210768,1,0,5,3,2023,3.152173913043478,0.0,0.16603682622557317,2.5686808510638297,66.28390070921986,0.9611958662733657,0.0,569577.503
R001,2023-03-12,114013.25,488199.923,602213.173,3018.6076977999996,678.977,18519.93,0.0,257,1.008315771222231,1,0,6,3,2023,3.152173913043478,0.0,0.189323425305701,2.6316937984496125,71.78267441860466,0.9632860228940988,0.0,488199.923
R001,2023-03-13,84939.25,465121.023,550060.273,3000.1783068,539.064,14259.09,0.0,193,1.010584913241642,0,0,0,3,2023,3.152173913043478,0.0,0.1544177970151336,2.7786804123711337,73.50046391752578,0.9621275882550531,0.0,465121.023
R001,2023-03-14,82891.25,524227.787,607119.037,3570.6514737999996,498.758,12975.630000000001,0.0,197,1.01285544780938,0,0,1,3,2023,3.152173913043478,0.0,0.13653189640980337,2.518979797979798,65.53348484848486,0.9614878439163327,0.0,524227.787
R001,2023-03-15,109102.75,457422.455,566525.205,3173.1580578,705.119,18437.09,0.0,222,1.0151267564235764,0,0,2,3,2023,3.152173913043478,0.0,0.1925820006860936,3.161968609865471,82.677533632287,0.9617032458351163,0.0,457422.455
R001,2023-03-16,84228.0,618270.036,702498.036,3333.7068052,519.259,13724.16,0.0,216,1.0173982201334124,0,0,3,3,2023,3.152173913043478,0.0,0.11989767342541949,2.3928986175115208,63.24497695852534,0.962094503816349,0.0,618270.036
R001,2023-03-17,94047.75,590811.912,684859.662,3942.5161491999997,559.951,15036.4,0.0,226,1.0196692197223054,0,0,4,3,2023,3.152173913043478,0.0,0.1373239188908181,2.4667444933920706,66.23964757709251,0.962696277281977,0.0,590811.912
R001,2023-03-18,117925.75,500995.159,618920.909,3424.9624261999998,680.102,17592.38,0.0,280,1.0219391358912393,1,0,5,3,2023,3.152173913043478,0.0,0.19053413408895822,2.4202918149466193,62.606334519572954,0.9612864611575491,0.0,500995.159
R001,2023-03-19,120603.25,433489.41,554092.66,2921.5990242,814.0889999999999,21954.97,0.0,294,1.024207349442186,1,0,6,3,2023,3.152173913043478,0.0,0.21765859945049723,2.759623728813559,74.42362711864408,0.9628762017801992,0.0,433489.41
R001,2023-03-20,100056.25,437407.921,535692.071,2627.3816118,643.297,17229.29,5.02095,226,1.0264732414615576,0,0,0,3,2023,3.152173913043478,5.907,0.18677906326699528,2.8339074889867844,75.89995594713656,0.9626067233923515,0.007792912274929109,437407.921
R001,2023-03-21,82074.75,624521.387,706596.137,3249.7601658,520.872,13601.8,0.0,211,1.028736193503646,0,0,1,3,2023,3.152173913043478,0.0,0.11615494275629934,2.456943396226415,64.15943396226415,0.9616349575087483,0.0,624521.387
R001,2023-03-22,88554.0,575391.3470000001,663945.3470000001,3426.6127728,513.839,13194.68,0.0,224,1.030995587773981,0,0,2,3,2023,3.152173913043478,0.0,0.13337523491186554,2.283728888888889,58.64302222222222,0.9609842766723655,0.0,575391.3470000001
R001,2023-03-23,87304.5,577620.867,664925.367,3959.0260678,522.308,13707.41,0.0,205,1.033250807312567,0,0,3,3,2023,3.152173913043478,0.0,0.13129950071599433,2.53547572815534,66.54082524271844,0.9618257697282179,0.0,577620.867
R001,2023-03-24,91051.5,529040.936,617804.411,3948.2488428,493.52,13629.23,2.74563,211,1.035501236176935,0,0,4,3,2023,3.152173913043478,2288.025,0.14737892931792404,2.3279245283018866,64.28882075471698,0.9637188807525625,0.005552111138073283,529040.936
R001,2023-03-25,138780.75,503901.097,642018.578,3342.814644,920.91,25289.09,2.8949,285,1.037746259624956,1,0,5,3,2023,3.152173913043478,663.269,0.2161628005680537,3.219965034965035,88.42339160839161,0.9635465907792341,0.0031401112906899805,503901.097
R001,2023-03-26,109863.75,435681.91599999997,545545.666,3333.48197,645.223,17204.55,0.0,267,1.0399852642973668,1,0,6,3,2023,3.152173913043478,0.0,0.20138286391800625,2.4075485074626863,64.19608208955223,0.962441014672591,0.0,435681.91599999997
R001,2023-03-27,81653.5,470813.509,550012.309,3062.4279,505.303,12865.13,22.0923,227,1.0422176383999493,0,0,0,3,2023,3.152173913043478,49.094,0.1484573166937675,2.2162412280701753,56.42600877192982,0.9606483845569724,0.04363454295155273,470813.509
R001,2023-03-28,74647.25,485165.872,559813.122,3475.8250019999996,500.765,13345.039999999999,0.0,211,1.0444427718853084,0,0,1,3,2023,3.152173913043478,0.0,0.13334292056319366,2.3620990566037734,62.94830188679245,0.962403454507854,0.0,485165.872
R001,2023-03-29,82745.75,525326.512,608072.262,3488.1309262,464.075,12404.62,0.0,220,1.0466600566342026,0,0,2,3,2023,3.152173913043478,0.0,0.13607858653058158,2.0998868778280544,56.129502262443445,0.9625109426211668,0.0,525326.512
R001,2023-03-30,80457.75,609955.5769999999,690413.3269999999,3547.4103751999996,498.07800000000003,13401.9,0.0,229,1.0488688866363598,0,0,3,3,2023,3.152173913043478,0.0,0.11653545827996702,2.1655565217391306,58.26913043478261,0.9627634317946117,0.0,609955.5769999999
R001,2023-03-31,107107.25,682917.43,790024.6799999999,3829.4477772,651.194,16621.86,0.0,229,1.0510686581707385,0,0,4,3,2023,3.152173913043478,0.0,0.1355743904425993,2.8312782608695652,72.26895652173913,0.9607652353445797,0.0,682917.43
R001,2023-04-01,130443.5,589563.099,720006.5989999999,3190.1788922,807.862,21313.4,0.0,314,1.0532587699851714,1,0,5,4,2023,3.152173913043478,0.0,0.18116961568345893,2.5646412698412697,67.6615873015873,0.9620509139361183,0.0,589563.099
R001,2023-04-02,138761.5,533960.604,672722.104,3277.9058042,839.348,22429.07,0.0,297,1.055438623475342,1,0,6,4,2023,3.152173913043478,0.0,0.20626837278952737,2.8166040268456376,75.2653355704698,0.962534758027951,0.0,533960.604
R001,2023-04-03,82528.5,575794.19,658322.6900000001,3601.3932671999996,538.112,15349.77,0.0,215,1.057607622863039,0,0,0,4,2023,3.152173913043478,0.0,0.12536158314460777,2.4912592592592593,71.06375,0.9648804587652607,0.0,575794.19
R001,2023-04-04,104977.75,610926.76,715904.51,3754.7437432,665.727,16897.81,0.0,221,1.0597651753736397,0,0,1,4,2023,3.152173913043478,0.0,0.14663632076249838,2.99877027027027,76.11626126126127,0.9605459200973323,0.0,610926.76
R001,2023-04-05,66747.75,602133.023,668880.773,3716.1369532,416.804,10769.18,0.0,193,1.0619106914127592,0,0,2,4,2023,3.152173913043478,0.0,0.0997900566203648,2.1484742268041237,55.51123711340206,0.9612073335821686,0.0,602133.023
R001,2023-04-06,91328.0,633676.4299999999,725004.4299999999,4315.4442592,538.7529999999999,14213.54,0.0,198,1.0640435847420282,0,0,3,4,2023,3.152173913043478,0.0,0.12596871171020058,2.707301507537688,71.42482412060302,0.9620281064318648,0.0,633676.4299999999
R001,2023-04-07,88793.25,602352.233,691145.483,3757.8722122,578.011,16005.07,0.0,200,1.0661632726539343,0,0,4,4,2023,3.152173913043478,0.0,0.12847240372921062,2.8756766169154226,79.62721393034826,0.9638255361872089,0.0,602352.233
R001,2023-04-08,113652.75,525493.327,639146.077,3309.3036481999998,670.738,17608.54,0.0,279,1.068269176145677,1,0,5,4,2023,3.152173913043478,0.0,0.17781940040069993,2.3954928571428575,62.88764285714286,0.9618537451858481,0.0,525493.327
R001,2023-04-09,135501.25,408535.75299999997,543924.338,2913.7086072,817.131,21354.81,1.689975,313,1.0703607200919911,1,0,6,4,2023,3.152173913043478,112.665,0.24911737059029967,2.602328025477707,68.00894904458599,0.9616904720542091,0.002065653300021635,408535.75299999997
R001,2023-04-10,76806.5,519727.371,596533.871,3813.1870202,419.36899999999997,10395.65,0.0,209,1.0724373334168795,0,0,0,4,2023,3.152173913043478,0.0,0.12875441777820226,1.996995238095238,49.503095238095234,0.9595668797160624,0.0,519727.371
R001,2023-04-11,94238.25,681278.67,775516.92,4031.8132864,536.289,13621.14,0.0,219,1.0744984492642071,0,0,1,4,2023,3.152173913043478,0.0,0.12151653439549145,2.4376772727272726,61.914272727272724,0.9605576656824845,0.0,681278.67
R001,2023-04-12,111820.75,732513.483,844334.233,4261.2008884,748.252,19611.4,0.0,250,1.0765435051671048,0,0,2,4,2023,3.152173913043478,0.0,0.1324364371278108,2.9810836653386454,78.13306772908368,0.9617970263710713,0.0,732513.483
R001,2023-04-13,97370.0,671098.101,768403.811,3884.9965854,573.816,15594.18,0.57861,220,1.0785719432161334,0,0,3,4,2023,3.152173913043478,64.29,0.1267170619003321,2.596452488687783,70.56190045248869,0.9631414321604496,0.0010066003729889215,671098.101
R001,2023-04-14,82016.75,678115.701,757672.186,4371.6207994,548.705,14325.59,9.841059999999999,240,1.0805832102261568,0,0,4,4,2023,3.152173913043478,2460.265,0.10824818868540506,2.2767842323651455,59.44228215767635,0.9616304368310952,0.017902438580693278,678115.701
R001,2023-04-15,128252.75,674730.579,802983.329,4446.7873464,736.84,18920.78,0.0,284,1.082576757901873,1,0,5,4,2023,3.152173913043478,0.0,0.15972011578323092,2.58540350877193,66.38870175438596,0.9610057827540538,0.0,674730.579
R001,2023-04-16,113757.0,599685.0580000001,713442.058,3995.8981204,728.404,19319.33,0.0,302,1.0845520430019555,1,0,6,4,2023,3.152173913043478,0.0,0.1594479036896032,2.403973597359736,63.76016501650166,0.962246814624802,0.0,599685.0580000001
R001,2023-04-17,95020.25,513918.738,608938.988,3466.9670404,621.774,16919.93,0.0,211,1.0865085275017572,0,0,0,4,2023,3.152173913043478,0.0,0.15604205976369545,2.932896226415094,79.81099056603773,0.9631950489718946,0.0,513918.738
R001,2023-04-18,99836.5,527835.184,627671.684,3279.2322836,608.016,15789.33,0.0,222,1.0884456787545205,0,0,1,4,2023,3.152173913043478,0.0,0.15905822022358393,2.726529147982063,70.80417040358745,0.9614310783878488,0.0,527835.184
R001,2023-04-19,95088.0,505537.765,600625.765,3783.3973075999997,553.216,14716.35,0.0,244,1.0903629696510582,0,0,2,4,2023,3.152173913043478,0.0,0.15831462322529033,2.2580244897959183,60.06673469387755,0.9623426771803347,0.0,505537.765
